label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
0	827 m^3	0.6025	San Diego	Fresno, San Jose	Eriq	0.267	571	382	n/a	Eriq	114
4	404 m^3	0.8082	San Bernardino	Riverside	Tony	0.0618	557	982	316 N	Tony	972
4	132 m^3	0.6078	Fresno	Riverside	lISE	0.0835	516	918	136 N	Michael	808
5	640 m^3	0.4559	Oakland	San Francisco	Sam	0.5585	405	1076	596 N	Eriq	501
2	921 m^3	0.9536	Modesto	Santa Ana	Fabrice	0.4354	212	434	1042 N	Lise	996
4	177 m^3	0.8506	Fresno	Los Angeles	Lise	0.0188	452	754	337 N	Tony	699
4	414 m^3	0.9435	Fresno	Los Angeles	Chris	0.1562	648	533	127 N	Tony	619
1	-198 m^3	0.0205	Long Beach	Anaheim, Santa Clarita, San Diego	Inan	0.994	656	496	456 N	sAM	557
1	99 m^3	-0.0519	Bakersfield	Anaheim, San Diego, Modesto, Santa Clarita	Andrew	0.9485	771	601	344 N	Sam	338
5	523 m^3	0.244	Oakland	San Francisco	Sam	0.6227	427	885	360 N	Eriq	635
2	950 m^3	0.8893	SANTA ANA	Santa Ana, Sacramento	Reilly	0.5972	105	-19	871 N	Lise	798
5	550 m^3	0.2665	Moreno Valley	San Francisco	Sam	0.1581	159	807	455 N	Eriq	515
0	870 m^3	0.6849	Anaheim	Fresno, Stockton	Eriq	0.551	454	14	1121 N	Vani	180
5	693 m^3	0.2244	Riverside	sAN fRANCISCO	Sam	0.2821	-122	938	436 N	Eriq	601
4	282 m^3	0.7571	San Jose	Los Angeles	Tony	0.2391	760	528	168 N	Michael	743
5	427 m^3	0.5218	San Francisco	San Francisco	Sam	0.2842	141	1110	395 N	Eriq	698
2	913 m^3	0.8842	lOS aNGELES	Irvine	Reilly	0.5744	319	412	954 N	Lise	1039
3	524 m^3	0.4223	Fremont	Long Beach, Oakland, Chula Vista	Vani	0.8675	1057	330	NULL	Chris	217
3	397 m^3	0.1716	Irvine	Moreno Valley	Inan	0.8365	803	579	351 N	Chris	192
3	859 m^3	0.342	Irvine	San Bernardino, Oakland	Vani	0.6321	706	361	582 N	Eriq	242
1	-18 m^3	0.079	Bakersfield	San Diego	Inan	0.5042	752	701	106 N	Inan	308
5	342 m^3	0.4766	Riverside	San Francisco	Sam	0.275	46	831	839 N	Eriq	699
2	986 m^3	0.6729	Santa Clarita	sANTA aNA	Reilly	0.6318	41		886 N	Lise	800
3	588 m^3	0.465	Fremont	San Bernardino, Oakland, Long Beach, Chula Vista	Vani	0.849	1068	177	568 N	Chris	232
0	1148 m^3	0.4269	Stockton	sAN jOSE	Michael	0.0772	584	102	640 N	Andrew	118
5	161 m^3	0.4942	Moreno Valley	San Francisco	Sam	0.5945	303	1129	281 N	Eriq	534
4	-58 m^3	0.785	Fresno	Riverside	Eriq	-0.0666	794	644	40 N	Tony	790
2	803 m^3	0.9114	Modesto	Fremont, Sacramento	Reilly	0.5666	384	-3	891 N	Lise	916
2	955 m^3	0.7357	sANTA cLARITA	Fremont	Reilly	0.5392	153	92	940 N	Lise	774
3	640 m^3	0.301	Fremont	Los Angeles	Vani	0.9378	920	425	571 N	Chris	194
3	704 m^3	0.4685	Irvine	Chula Vista, San Bernardino, Moreno Valley, Long Beach	Vani	1.2001	752	419	482 N	Chris	201
1	-273 m^3	0.1015	Long Beach	Bakersfield	Inan	0.8709	1012	758	381 N	Sam	355
2	884 m^3	1.0112	Santa Ana	Fremont, Sacramento, Santa Ana	Reilly	0.9086	258	239	857 N	Lise	1199
3	597 m^3	0.3319	Irvine	Chula Vista	Vani	0.892	912	416	449 N	chris	30
5	529 m^3	0.2566	Oakland	San Francisco	Sam	0.3364	146	1122	354 N	Eriq	491
5	312 m^3	0.1401	San Francisco	San Francisco	Sam	0.2799	235	1156	323 N	Eriq	813
1	107 m^3	-0.0539	Long Beach	Modesto, Santa Clarita	Inan	0.8642	1204	NULL	144 N	Sam	481
0	980 m^3	0.5924	Fremont	Stockton, San Jose	Michael	0.347	336	373	771 N	Andrew	-54
2	754 m^3	0.5374	Modesto	Irvine	Fabrice	0.6496	150	134	932 N	Lise	875
5	508 m^3	0.3804	San Francisco	San Francisco	Sam	0.4089	393	783	613 N	Eriq	639
0	823 m^3	0.6388	Stockton	Stockton, Fresno	Fabrice	0.5163	451	65	882 N	Reilly	27
5	389 m^3	0.1754	Moreno Valley	San Francisco	Sam	0.1914	105	938	354 N	Lise	353
2	678 m^3	0.5989	Modesto	Fremont, Irvine	Fabrice	0.741	122	130	960 N	Lise	971
3	588 m^3	0.1468	n/a	Long Beach, San Bernardino, Oakland, Chula Vista	Vani	1.1047	824	264	306 N	Chris	408
2	481 m^3	0.6777	Santa Ana	Sacramento, Irvine	Fabrice	0.6544	460	157	647 N	Lise	1019
3	710 m^3	0.3551	Fremont	Moreno Valley, Long Beach	Vani	0.7129	957	458	650 N	Chris	141
1	-17 m^3	-0.0496	Bakersfield	Anaheim	Andrew	1.0514	985	566	266 N	Inan	303
2	1042 m^3	1.0253	Los Angeles	Santa Ana, Fremont, Irvine	Fabrice	0.7668	178	253	702 N	Lise	1048
2	736 m^3	0.9046	MODESTO	Sacramento, Santa Ana, Irvine	Reilly	0.6154	373	-36	587 N	Lise	655
5	339 m^3	0.2993	Oakland	San Francisco	Sam	0.2393	351	857	458 N	Eriq	603
4	326 m^3	0.7501	San Jose	Los Angeles	Lise	-0.0918	569	704	294 N	Michael	642
2	839 m^3	0.8709	Los Angeles	Irvine, Fremont	Fabrice	0.4808	46	326	860 N	Lise	1043
1	-50 m^3	0.1142	Long Beach	Irvine	Andrew	0.7224	814	582	303 N	Sam	507
2	792 m^3	0.8566	Santa Clarita	Sacramento, Irvine	Reilly	0.294	553	181	735 N	Lise	931
3	284 m^3	0.3367	Fremont	Chula Vista	Vani	0.9542	1020	635	460 N	Chris	211
0	810 m^3	0.6703	Stockton	San Jose	Michael	0.5597	638	138	825 N	Andrew	170
5	254 m^3	0.3596	Riverside	San Francisco	Sam	0.3986	219	1015	559 N	Eriq	617
0	798 m^3	0.6139	Anaheim	Moreno Valley, Oakland	Eriq	0.4829	634	5	739 N	Fabrice	41
1	144 m^3	0.0215	Bakersfield	Bakersfield, Modesto	Vani	0.7692	1086	501	220 N	Sam	526
5	286 m^3	0.3347	San Francisco	San Francisco	Sam	0.5085	100	882	209 N	Eriq	571
5	436 m^3	0.2607	Moreno Valley	San Francisco	Sam	0.2997	213	943	323 N	Eriq	602
4	177 m^3	0.702	sAN bERNARDINO	Riverside	Tony	0.1189	764	770	165 N	Michael	1016
1	51 m^3	0.1734	Chula Vista	Modesto, Anaheim	Andrew	0.9455	1081	832	295 N	INAN	422
0	1090 m^3	0.5227	Stockton	San Jose	Michael	0.3393	475	164	903 N	Reilly	-209
5	830 m^3	0.3172	Riverside	San Francisco	Sam	0.3246	39	802	694 N	Eriq	660
2	826 m^3	0.8205	Santa Clarita	Irvine	Fabrice	0.4975	86	102	829 N	Lise	980
4	166 m^3	0.6581	Fresno	Los Angeles	Chris	0.1731	247	948	267 N	Tony	907
0	931 m^3	0.1884	San Diego	Anaheim, Modesto, Bakersfield	Eriq	0.7042	465	151	770 N	Reilly	
2	651 m^3	0.829	Los Angeles	Fremont	Reilly	0.5021	375	90	920 N	Lise	1030
1	178 m^3	0.1947	Long Beach	San Diego, Bakersfield	Andrew	1.0092	n/a	388	321 N	Inan	383
1	-24 m^3	0.1013	Bakersfield	Modesto, Santa Clarita, Bakersfield	Inan	0.6578	1051	682	146 N	Inan	410
3	564 m^3	0.2338	IRVINE	Moreno Valley	Vani	0.7451	760	419	397 N	Chris	190
0	1134 m^3	0.4414	Stockton	Fresno	Eriq	0.1072	434	110	746 N	Fabrice	273
1	-38 m^3	0.1428	Long Beach	Bakersfield, San Diego, Modesto	Inan	0.587	888	490	422 N	Inan	601
2	761 m^3	0.9394	Modesto	Santa Ana, Sacramento	Reilly	0.5568	380	36	857 N	Lise	963
4	58 m^3	0.6618	Fresno	Riverside	Chris	0.128	489	794	256 N	Michael	973
1	-5 m^3	-0.08	Bakersfield	Anaheim, San Diego	Andrew	0.6925	994	482	170 N	Inan	474
5	436 m^3	0.5514	Moreno Valley	San Francisco	Sam	0.4713	282	1011	416 N	Eriq	805
1	-89 m^3	0.1377	Long Beach	San Francisco	Inan	0.7056	877	723	262 N	Sam	523
1	273 m^3	-0.0129	Long Beach	Santa Clarita	INAN	0.7352	1015	646	435 N	Sam	498
1	-66 m^3	-0.1787	Long Beach	Modesto	Andrew	0.8451	1144	707	68 N	Inan	433
5	281 m^3	0.3562	Riverside	San Francisco	Sam	0.3263	159	909	303 N	Eriq	511
0	929 m^3	0.6574	San Diego	San Jose	Eriq	0.6325	490	13	699 N	Andrew	145
0	718 m^3	0.6464	San Diego	Stockton, San Jose	Sam	0.5202	498	114	873 N	Reilly	169
2	920 m^3	0.8369	Modesto	Sacramento	Reilly	0.6321	228	205	787 N	Lise	851
1	78 m^3	0.3203	Chula Vista	Bakersfield	Inan	0.8917	886	523	310 N	Inan	477
2	1009 m^3	0.8881	Santa Ana	Sacramento, Santa Ana	Fabrice	0.5283	388	56	n/a	Lise	773
5	702 m^3	0.2255	San Francisco	San Francisco	Sam	0.3126	183	777	440 N	Eriq	709
2	822 m^3	0.9684	Modesto	Sacramento, Santa Ana	Fabrice	0.6645	37	79	801 N	Lise	832
0	901 m^3	0.6323	Anaheim	Stockton	Michael	0.5979	388	208	803 N	Andrew	206
0	886 m^3	0.7717	Stockton	Fresno	Eriq	0.3789	602	363	779 N	Reilly	307
4	25 m^3	0.794	Fresno	San Francisco	Tony	0.12	847	539	-13 N	Michael	1023
0	840 m^3	0.7063	San Diego	Los Angeles	Michael	0.5191	282	307	630 N	Reilly	191
3	713 m^3	0.3032	Irvine	Chula Vista, Moreno Valley, Long Beach	Vani	0.9645	737	297	730 N	Chris	249
1	-88 m^3	-0.079	Long Beach	San Diego	INAN	0.9132	1048	420	23 N	Sam	360
3	438 m^3	0.3449	Fremont	Moreno Valley	Vani	0.4853	859	475	682 N	Chris	207
3	645 m^3	0.4959	Irvine	Oakland, San Bernardino	Vani	1.4032	864	456	618 N	Chris	176
1	-81 m^3	0.0635	Chula Vista	Modesto, San Diego, Santa Clarita, Anaheim	Inan	1.1023	677	724	549 N	Sam	408
2	1001 m^3	0.8487	Santa Ana	Fremont	Reilly	0.7223	418	-29	944 N	Lise	901
5	482 m^3	0.2413	San Francisco	San Francisco	Reilly	0.4272	115	865	274 N	Eriq	647
3	795 m^3	0.3324	Irvine	Moreno Valley, San Bernardino, Chula Vista, Long Beach	Vani	0.6904	885	253	645 N	Chris	119
4	306 m^3	0.9639	Fresno	Riverside	Chris	0.1957	451	876	317 N	Tony	855
4	135 m^3	0.6714	Fresno	Los Angeles	Lise	0.2141	338	1028	-14 N	Sam	891
0	1018 m^3	0.729	Sacramento	Fresno, Stockton	Michael	0.4156	450	336	806 N	Reilly	275
5	403 m^3	0.4472	Oakland	San Francisco	Sam	0.3554	351	880	454 N	n/a	650
1	126 m^3	0.0829	Bakersfield	Modesto, San Diego	Andrew	0.5249	820	696	235 N	Sam	379
0	987 m^3	0.5877	Anaheim	Stockton	Michael	0.6503	233	-112	668 N	Andrew	33
5	549 m^3	0.4629	San Francisco	San Francisco	Sam	0.3922	-2	480	673 N	Eriq	669
3	611 m^3	0.1278	Fremont	Chula Vista, Oakland, San Bernardino	Vani	0.8611	793	580	549 N	Chris	195
4	273 m^3	0.5632	San Jose	RIVERSIDE	Lise	0.0703	200	586	282 N	Michael	935
4	8 m^3	0.7695	San Jose	Riverside	Chris	0.2169	321	793	-59 N	Tony	831
0	861 m^3	0.5593	Sacramento	Fresno, San Jose	Eriq	0.4697	553	127	1015 N	Vani	160
1	149 m^3	-0.1618	Long Beach	Sacramento	Inan	0.7995	1006	735	460 N	Inan	497
5	479 m^3	0.4512	Oakland	San Francisco	Sam	0.2873	-85	904	727 N	Eriq	596
5	378 m^3	0.455	Moreno Valley	San Francisco	sam	0.3067	67	977	582 N	Eriq	440
4	265 m^3	0.6014	San Bernardino	San Francisco	Tony	0.1004	463	903	395 N	Michael	817
5	425 m^3	0.1886	Oakland	San Francisco	Sam	0.3777	-51	857	296 N	Eriq	534
1	178 m^3	0.1313	Chula Vista	Santa Clarita, Bakersfield, Modesto, Anaheim	Inan	0.7284	719	630	300 N	Inan	413
4	352 m^3	0.7547	Long Beach	Riverside	Chris	-0.0826	515	558	271 N	Michael	815
2	718 m^3	0.7351	Santa Ana	Fremont, Irvine, Sacramento	Reilly	0.6781	232	-345	953 N	Lise	1042
0	1055 m^3	0.5294	Sacramento	Stockton, Fresno	Eriq	0.5706	721	-7	709 N	Andrew	63
1	-5 m^3	0.0503	Modesto	san diego, anaheim, santa clarita, modesto	Andrew	0.7568	942	399	385 N	Sam	370
4	182 m^3	0.9058	San Jose	Riverside	Chris	0.484	813	931	95 N	Tony	815
5	433 m^3	0.0437	Moreno Valley	San Francisco	Sam	0.5132	311	825	623 N	Eriq	583
3	605 m^3	0.387	Irvine	Bakersfield	Sam	0.8269	715	378	709 N	Chris	97
1	-188 m^3	0.0877	Chula Vista	Anaheim, Bakersfield	Tony	0.6888	788	768	313 N	Inan	294
2	887 m^3	0.9376	Santa Ana	Fremont, Irvine, Sacramento	Fabrice	0.8949	85	91	1081 N	Lise	n/a
0	1183 m^3	0.5823	Sacramento	Stockton, Fresno	Sam	0.3555	None	70	923 N	Fabrice	261
2	832 m^3	0.8632	Modesto	Santa Ana, Fremont, Sacramento	Fabrice	0.4126	422	96	785 N	Lise	815
1	-213 m^3	-0.1325	Long Beach	Bakersfield, Santa Clarita, San Diego, Anaheim	Andrew	0.7335	717	590	264 N	Sam	605
4	-17 m^3	0.9029	Fresno	Los Angeles	Chris	0.2397	594	761	124 N	Tony	946
2	1002 m^3	0.799	Santa Clarita	Oakland	Reilly	0.6651	466	-171	997 N	Lise	927
4	82 m^3	0.7331	San Bernardino	Los Angeles	Lise	-0.0301	414	857	91 N	Michael	964
5	367 m^3	0.3003	Riverside	San Francisco	Sam	0.3048	120	880	403 N	Eriq	555
0	1128 m^3	0.895	Stockton	sAN jOSE, sTOCKTON	Michael	0.4403	877	131	769 N	fABRICE	264
5	479 m^3	0.4114	San Francisco	San Francisco	Sam	0.4394	229	1036	613 N	Eriq	597
0	1252 m^3	0.655	Sacramento	Fresno	Inan	0.3526	353	30	678 N	Andrew	227
3	635 m^3	0.2972	Fremont	Moreno Valley	Vani	0.8804	875	462	672 N	Michael	415
0	691 m^3	0.6449	Anaheim	Fresno	Michael	0.5684	597	449	796 N	Fabrice	327
0	748 m^3	0.514	San Diego	Stockton	Michael	0.3958	772	366	763 N	Reilly	98
3	451 m^3	0.2073	Irvine	Long Beach, Moreno Valley, Chula Vista, Oakland	Vani	0.832	785	355	621 N	Chris	140
0	815 m^3	0.6016	San Diego	San Jose	Eriq	0.4879	611	187	827 N	Fabrice	244
0	1172 m^3	0.7387	Stockton	Fresno, Stockton	Michael	0.1814	648	92	505 N	Fabrice	238
4	-4 m^3	0.8079	San Bernardino	Riverside	Lise	0.2502	134	815	269 N	Tony	959
1	-80 m^3	0.1448	Chula Vista	San Diego, Santa Clarita, Anaheim, Modesto	Inan	0.9398	859	516	59 N	Inan	584
1	200 m^3	-0.08	Bakersfield	Modesto, Bakersfield, Anaheim	Inan	0.9746	694	563	238 N	Sam	610
2	766 m^3	0.9278	Santa Ana	Sacramento	Fabrice	0.5253	48	-130	893 N	lise	970
5	471 m^3	0.439	San Francisco	San Francisco	Sam	0.1977	59	791	492 N	Eriq	423
2	909 m^3	1.0838	Los Angeles	Santa Ana, Sacramento, Irvine	Reilly	0.4798	486	208	840 N	Lise	1063
2	724 m^3	0.7318	Modesto	Irvine, Fremont, Santa Ana	Reilly	0.5333	448	64	None	Lise	1003
4	95 m^3	0.8682	San Jose	los angeles	Chris	0.119	486	722	46 N	Tony	704
3	N/A	0.3461	FREMONT	Chula Vista	vani	1.0183	663	587	432 N	Lise	0
2	846 m^3	0.976	Los Angeles	Riverside	Fabrice	0.3786	148	86	1049 N	Lise	917
2	643 m^3	1.0195	Los Angeles	Sacramento, Fremont, Irvine	Fabrice	0.6929	397	-122	1007 N	Lise	909
4	-19 m^3	0.7044	San Jose	Los Angeles	Lise	0.2842	304	817	305 N	Michael	1007
3	567 m^3	0.1364	Irvine	Chula Vista, Moreno Valley, San Bernardino, Long Beach	Vani	0.9179	1001	602	599 N	Chris	380
5	445 m^3	0.3907	San Francisco	San Francisco	Sam	0.4501	202	1100	512 N	Eriq	500
1	-258 m^3	0.1304	Long Beach	San Diego, Bakersfield, Santa Clarita, Anaheim	Inan	0.8216	1005	511	172 N	Lise	317
0	895 m^3	0.7019	Sacramento	Stockton, Fresno	ERIQ	0.6977	556	125	726 N	Andrew	286
2	828 m^3	0.7928	Santa Ana	Sacramento, Santa Ana, Irvine	Fabrice	0.7853	-177	-31	766 N	Lise	1115
2	642 m^3	0.96	Modesto	Santa Ana, Fremont, Irvine	Fabrice	0.644	251	47	847 N	Lise	1000
3	639 m^3	0.0599	Irvine	San Bernardino, Moreno Valley	Vani	1.0617	711	406	598 N	CHRIS	349
2	768 m^3	0.8745	Santa Ana	Fremont, Irvine	Fabrice	0.4926	66	51	709 N	Lise	1250
5	427 m^3	0.4992	Riverside	San Francisco	Sam	0.1863	14	830	647 N	Eriq	873
1	-155 m^3	0.0609	Long Beach	Anaheim, Bakersfield, Santa Clarita, San Diego	Andrew	0.9574	907	578	427 N	Inan	325
5	343 m^3	0.4621	San Francisco	San Francisco	Sam	0.2991	143	1117	467 N	Eriq	572
2	896 m^3	0.7945	Modesto	Sacramento	Fabrice	0.4436	524	-76	735 N	Lise	757
4	221 m^3	0.6692	Fresno	Riverside	tONY	0.3693	323	780	10 N	Michael	948
4	176 m^3	0.6112	San Jose	Riverside	Tony	0.001	354	706	199 N	Michael	893
3	607 m^3	0.0992	Fremont	San Bernardino, Long Beach, Chula Vista, Moreno Valley	Vani	1.0481	575	375	559 N	Chris	239
1	4 m^3	0.1471	Chula Vista	Anaheim, San Diego, Modesto, Bakersfield	Chris	0.8237	890	874	69 N	Inan	364
3	516 m^3	0.5178	Irvine	Oakland	Vani	1.1683	662	379	570 N	Chris	158
4	108 m^3	0.6824	San Bernardino	Riverside	Lise	0.2219	645	839	226 N	Michael	990
5	490 m^3	0.2754	San Francisco	San Francisco	Sam	0.2888	-1	833	596 N	Eriq	561
5	521 m^3	0.2867	Moreno Valley	San Francisco	Sam	0.3105	-26	1091	302 N	Eriq	601
5	436 m^3	0.3759	Oakland	San Francisco	Sam	0.0511	234	858	703 N	Eriq	435
1	77 m^3	-0.0404	Chula Vista	San Diego	Tony	0.731	963	502	527 N	Inan	330
3	586 m^3	0.3256	Irvine	Moreno Valley, Chula Vista, San Bernardino, Oakland	Vani	1.0455	963	80	517 N	Chris	219
0	1171 m^3	0.7037	Stockton	Fresno	Michael	0.2827	659	59	829 N	Eriq	110
0	1109 m^3	0.5167	Sacramento	San Jose, Fresno	Eriq	0.3771	544	6	907 N	Vani	230
5	446 m^3	0.3492	Moreno Valley	san francisco	Sam	0.3725	337	1161	268 N	Eriq	620
3	503 m^3	0.415	Fremont	Oakland, Moreno Valley, Long Beach	Vani	0.8243	758	360	538 N	Chris	446
4	179 m^3	0.7671	San Bernardino	Los Angeles	Chris	0.1674	789	647	-1 N	Tony	849
0	906 m^3	0.6869	San Diego	Stockton, Fresno	Michael	0.3752	207	170	712 N	Fabrice	41
1	35 m^3	-0.1404	Long Beach	Anaheim, Modesto	Andrew	0.9446	940	703	222 N	iNAN	85
4	203 m^3	0.67	San Bernardino	Los Angeles	Lise	0.114	365	345	181 N	Michael	863
0	1019 m^3	0.4903	Sacramento	San Jose	Michael	0.2749	423	305	933 N	Reilly	57
0	1044 m^3	0.6827	Sacramento	Fresno	Michael	0.4139	624	63	686 N	Reilly	137
1	44 m^3	0.0658	Chula Vista	Modesto, Anaheim	Andrew	0.9369	981	583	301 N	Sam	448
1	-99 m^3	0.0681	Long Beach	Anaheim	Andrew	1.078	749	546	238 N	Sam	388
2	637 m^3	0.8949	Oakland	Fremont, Sacramento	Reilly	0.6033	269	-143	719 N	Lise	981
2	664 m^3	0.9356	Santa Ana	Irvine	Reilly	0.5144	401	-35	800 N	Lise	890
3	558 m^3	0.1792	Oakland	Oakland, San Bernardino, Moreno Valley	Vani	1.0705	717	?	285 N	Chris	328
3	763 m^3	0.3827	Irvine	San Bernardino, Long Beach, Chula Vista	Vani	0.9148	664	255	422 N	Chris	265
3	813 m^3	0.2	Irvine	long beach	Vani	1.1787	828	402	576 N	Chris	239
2	922 m^3	0.6707	Los Angeles	Fremont	Reilly	0.6792	87	308	809 N	Lise	652
0	1054 m^3	0.4429	Anaheim	Los Angeles	Eriq	0.6643	793	83	829 N	Reilly	112
0	1005 m^3	0.5571	Sacramento	Fresno, San Jose	Michael	0.6995	431	569	615 N	Fabrice	100
0	980 m^3	0.3293	San Jose	Stockton, San Jose	Eriq	0.351	482	?	839 N	Fabrice	121
2	707 m^3	0.8482	Modesto	sACRAMENTO, sANTA aNA	Reilly	n/a	616	-6	854 N	Lise	971
5	280 m^3	0.4502	San Francisco	Fresno, Stockton	Sam	0.2729	296	1039	299 N	Eriq	487
0	870 m^3	0.625	Anaheim	Stockton, Fresno	Michael	0.6633	493	121	785 N	Fabrice	224
2	870 m^3	0.9093	LOS ANGELES	Sacramento, Santa Ana	Fabrice	0.5685	-57	-52	1139 N	Lise	951
1	157 m^3	0.0232	Long Beach	San Diego, Anaheim, Santa Clarita	Inan	0.7401	864	567	240 N	Inan	47
2	710 m^3	0.916	Modesto	Santa Ana, Sacramento	Reilly	0.527	297	-221	743 N	Lise	974
1	134 m^3	-0.128	Chula Vista	San Diego, Santa Clarita, Modesto, Bakersfield	Andrew	0.972	731	569	410 N	Inan	421
5	332 m^3	0.4133	SAN FRANCISCO	sAN fRANCISCO	Sam	0.3357	70	1035	610 N	Eriq	750
5	714 m^3	0.3761	Oakland	San Francisco	Sam	0.3921	-49	819	354 N	Tony	479
4	185 m^3	0.8558	Fresno	Stockton, Fresno	Chris	0.0725	753	389	129 N	Tony	783
3	578 m^3	0.3743	Fremont	Chula Vista, Long Beach, Moreno Valley	Vani	0.9826	1176	460	363 N	Chris	324
2	792 m^3	NULL	Santa Clarita	Irvine, Fremont, Sacramento	None	0.5194	213	171	1086 N	Lise	939
2	889 m^3	0.9757	Modesto	Santa Ana	Fabrice	0.495	99	13	820 N	Lise	1095
5	626 m^3	0.4295	Fresno	San Francisco	Sam	0.3087	83	992	497 N	Eriq	273
3	332 m^3	0.2954	Fremont	Moreno Valley, Long Beach, Oakland	Vani	0.9827	605	273	519 N	Chris	78
4	173 m^3	0.6423	fRESNO	Riverside	Chris	0.1002	179	740	-41 N	Michael	893
1	110 m^3	-0.2059	Long Beach	Bakersfield	Andrew	0.939	793	534	423 N	Sam	516
1	-66 m^3	0.1347	Chula Vista	Modesto	Inan	1.0103	1069	395	218 N	sam	348
0	1171 m^3	0.4171	San Diego	San Francisco	Eriq	0.1846	509	324	716 N	Vani	356
3	600 m^3	0.4833	Irvine	Bakersfield, Anaheim	Vani	1.1679	894	N/A	665 N	Chris	297
0	792 m^3	0.6799	Sacramento	San Jose	Michael	0.5628	448	230	981 N	Vani	170
0	674 m^3	0.4607	Santa Ana	Fresno, Stockton	Eriq	0.5437	500	390	758 N	Andrew	74
0	1118 m^3	0.6494	Sacramento	Stockton, San Jose	Michael	0.24	514	355	669 N	Reilly	48
4	412 m^3	0.9577	San Bernardino	San Jose	Lise	0.3228	313	773	124 N	Michael	1008
3	487 m^3	0.2806	Irvine	Oakland	vANI	0.9836	780	356	749 N	Chris	177
4	-26 m^3	0.6349	San Bernardino	Los Angeles	Lise	0.118	817	804	149 N	Tony	799
4	261 m^3	0.6656	San Jose	Riverside	Lise	0.1696	515	664	156 N	iNAN	1108
5	633 m^3	0.344	MORENO VALLEY	San Francisco	Sam	0.2941	271	955	258 N	Eriq	515
1	-24 m^3	-0.042	Bakersfield	Bakersfield, Modesto, San Diego, Anaheim	Inan	1.1234	788	255	151 N	Sam	443
0	1086 m^3	0.6919	Sacramento	Stockton, San Jose	Eriq	0.2909	414	161	709 N	Reilly	186
3	564 m^3	0.2041	Santa Ana	Long Beach	Vani	0.9162	673	426	405 N	Chris	173
3	733 m^3	0.3583	Fremont	Chula Vista, Long Beach, Moreno Valley, San Bernardino	Vani	1.1087	678	420	731 N	Chris	-44
2	792 m^3	0.9051	Santa Ana	Sacramento, Fremont, Santa Ana	Fabrice	0.6537	118	182	633 N	Lise	726
4	41 m^3	0.7633	Fresno	Los Angeles	Lise	-0.0337	819	829	267 N	Michael	904
4	164 m^3	0.5695	Fresno	Riverside	Lise	0.1611	679	844	369 N	Michael	810
0	1269 m^3	0.5458	Sacramento	San Jose, Stockton	Eriq	0.5935	390	6	NULL	Vani	148
2	753 m^3	0.7459	Santa Clarita	Santa Ana, Fremont, Irvine	Fabrice	0.5472	337	-9	781 N	Lise	998
1	41 m^3	-0.062	Bakersfield	Modesto, Bakersfield	Inan	0.8626	836	576	514 N	Sam	308
1	35 m^3	-0.0255	Chula Vista	Anaheim, Bakersfield, San Diego, Modesto	Inan	0.795	1093	605	314 N	Sam	571
2	859 m^3	0.8249	Los Angeles	San Francisco	Reilly	0.4568	293	61	998 N	Lise	796
0	853 m^3	0.4524	Sacramento	Fresno	Eriq	0.2452	423	171	618 N	vani	78
0	899 m^3	0.4877	Sacramento	San Jose, Stockton	Michael	0.705	709	247	931 N	Reilly	60
2	836 m^3	0.842	Modesto	Santa Ana, Fremont, Sacramento	Fabrice	0.4097	328	113	872 N	Lise	1035
0	973 m^3	0.5683	Sacramento	Stockton, Fresno	Eriq	0.62	483	276	744 N	Reilly	434
3	639 m^3	0.2419	Fremont	Irvine, Fremont	Vani	0.7564	515	335	509 N	Tony	202
5	352 m^3	0.2643	OAKLAND	San Francisco	Sam	0.183	275	672	716 N	Eriq	415
4	344 m^3	0.6064	San Bernardino	Riverside	Tony	-0.1895	-9	965	114 N	tONY	712
4	225 m^3	0.548	San Jose	Los Angeles	Tony	0.0677	365	787	65 N	Michael	945
4	43 m^3	0.7566	Fresno	Riverside	Chris	0.1952	661	870	68 N	Michael	779
0	1058 m^3	0.557	Stockton	Fresno	Michael	0.4419	633	389	724 N	Fabrice	266
0	835 m^3	0.7308	Anaheim	Los Angeles	Michael	0.3751	497	-46	694 N	REILLY	412
4	307 m^3	0.7832	Fresno	Los Angeles	Chris	0.0139	403	919	360 N	Michael	923
0	983 m^3	0.6472	Sacramento	Fresno	Michael	0.3756	436	46	632 N	Vani	109
4	163 m^3	0.6365	San Jose	Los Angeles	Lise	0.1478	722	685	-47 N	Tony	819
4	164 m^3	0.5441	San Jose	Riverside	Lise	0.2823	870	735	173 N	Michael	926
3	435 m^3	0.234	Fremont	Long Beach, Oakland, Moreno Valley, San Bernardino	Vani	1.0633	776	378	361 N	Chris	354
3	763 m^3	0.4616	Irvine	Moreno Valley, San Bernardino	Vani	1.0364	660	203	489 N	Chris	16
1	324 m^3	-0.0461	Bakersfield	San Diego, Santa Clarita	Inan	0.746	665	326	240 N	Sam	554
5	718 m^3	0.5211	San Francisco	San Francisco	Andrew	0.4111	90	1105	362 N	Eriq	623
3	600 m^3	0.5655	Irvine	Chula Vista	Vani	0.9881	978	470	311 N	Sam	61
5	474 m^3	0.1533	Riverside	San Francisco	Vani	0.3926	-19	949	478 N	Eriq	555
0	971 m^3	0.4543	Anaheim	San Jose	Michael	0.1707	334	83	727 N	Fabrice	253
